Company,Job,Type,Salary,Link
LITE-ON SINGAPORE PTE. LTD.,"Senior / Principal Cloud, Edge Software Engineer",Permanent ...,"$5,200to$8,200",https://www.mycareersfuture.gov.sg/job/engineering/senior-principal-cloud-edge-software-engineer-lite-on-singapore-b9fe5c40b5c39386fabf07dbf9561b37?source=MCF&event=Search
RK RECRUITMENT PTE. LTD.,Senior Software Engineer (Vision) - CY,Permanent ...,"$5,000to$7,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-cy-rk-recruitment-b9e81a24c18c148c2057b05e45011500?source=MCF&event=Search
ABPGROUP PTE. LTD.,Software Developer,Permanent,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-developer-abpgroup-1a6b46d8edf9a6d7809f32246f1ac6d1?source=MCF&event=Search
NODEFLAIR PTE. LTD.,"Senior / Robotics Software Engineer (ROS, C++)",Permanent ...,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-robotics-software-engineer-nodeflair-5ca80fb98c32e8e4b6c9fa33f4f0a6a5?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(W) Software Development Engineer - Chemical Manufacturing,Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-development-engineer-chemical-manufacturing-recruit-lync-3572a756d01cd316cec09043ebe7aa8c?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,7506 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/7506-software-engineer-full-stack-developer-supreme-hr-advisory-6b4bf143c7258c75f3873bf317318a45?source=MCF&event=Search
RK RECRUITMENT PTE. LTD.,Senior Software Engineer (Vision) - EU,Permanent ...,"$5,000to$7,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-eu-rk-recruitment-6d9602295f7146b2b6c3a0b4da9012d5?source=MCF&event=Search
CAREERNEXUS PTE. LTD.,"CRM Software Engineer(3yrexp / SugarCRM,SuiteCRM / Central)",Permanent ...,"$6,000to$7,000",https://www.mycareersfuture.gov.sg/job/engineering/crm-software-engineer-careernexus-027a9924808e73afca6b1236043f2d41?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Software Engineer (Vision) (C / C++ Programming / Training Provided / North),Permanent ...,"$3,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-ea-recruitment-712314d905511199f81fb6cb3feefd4d?source=MCF&event=Search
HPS PARTNERS PTE. LTD.,"Principal / Senior Software Engineer, Network Technology",Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/sciences/principal-senior-software-engineer-network-technology-hps-partners-6ea6115ad479e0e472cbef76e912af80?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(W) Software Development Engineer - Chemical Manufacturing,Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-development-engineer-chemical-manufacturing-recruit-lync-a0f7bd15fca4bbce2d4e59faa19bbfbe?source=MCF&event=Search
MINDEN INTERNATIONAL PTE. LTD.,Machine Learning Engineer,Permanent,"$8,000to$9,500",https://www.mycareersfuture.gov.sg/job/information-technology/machine-learning-engineer-minden-international-72f3c6db006ecc4da60271064648115d?source=MCF&event=Search
INTEGRITY PARTNERS PTE. LTD.,"Lead Software Engineer / Fully Remote / 7,800 / month!",Permanent ...,"$7,500to$7,800",https://www.mycareersfuture.gov.sg/job/information-technology/lead-software-engineer-fully-remote-7800-month-integrity-partners-8b0107b71b0ec0df7bc6803fa00711f5?source=MCF&event=Search
ST ENGINEERING INFO-SECURITY PTE. LTD.,Software Engineer (Cloud |NodeJS | C# | NodeJS| Python),Permanent,"$4,000to$6,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-st-engineering-info-security-0a163399ea1e255277037cb0a7f63f99?source=MCF&event=Search
SPARK SYSTEMS PTE. LTD.,Software QA Engineer,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/software-qa-engineer-spark-systems-dc13a8ffce93a60fd7ab76d0a5fbc87a?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Software Engineer (C# Semiconductor),Permanent ...,"$4,500to$6,500",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-talent-trader-group-e500ce7a25d80956401c972f9fde89e4?source=MCF&event=Search
SCIENTEC CONSULTING PTE. LTD.,Application Support Engineer | Software,Permanent ...,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/application-support-engineer-software-scientec-consulting-21c38390283421c41d8939dc45f37241?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Software Engineer (C# Semiconductor),Permanent ...,"$4,000to$6,500",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-talent-trader-group-54af79b866d47436bf64a2d92b2bbe27?source=MCF&event=Search
ACCEO PTE. LTD.,Software Control Engineer (Automation / East),Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-control-engineer-acceo-86bb748c3bf1a6ec33849c04add5f388?source=MCF&event=Search
LITE-ON SINGAPORE PTE. LTD.,"Junior / Senior Cloud, Edge Software Engineer",Permanent,"$3,200to$5,200",https://www.mycareersfuture.gov.sg/job/engineering/junior-senior-cloud-edge-software-engineer-lite-on-singapore-2365f5ab228ac7a1cf569cda5e40507e?source=MCF&event=Search
TECSTATION PTE. LTD.,Software Testing Engineer,Permanent,"$2,500to$3,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-testing-engineer-tecstation-ee6b4409e892e1a0144f64c264ffcd9e?source=MCF&event=Search
STELLAR LINK PARTNERS PTE. LTD.,Mobile Application Software Engineer / Developer,Permanent,"$3,500to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/mobile-application-software-engineer-developer-stellar-link-partners-76f0cbae410905689c733fa1638af716?source=MCF&event=Search
MAESTRO HUMAN RESOURCE PTE. LTD.,Software Engineer (up to $5000) AMK,Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-amk-maestro-human-resource-0f4e622cba78f8dea501a79fe58fa971?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,) Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-1b9c423dc5e788d5e3441066f48470fa?source=MCF&event=Search
UPPER SPRING CONSULTING PTE. LTD.,Senior / System Engineer,Permanent,"$4,000to$6,400",https://www.mycareersfuture.gov.sg/job/engineering/senior-system-engineer-upper-spring-consulting-fcb7a806467c528db647e3dcf4232b66?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,"Senior / Software Engineer (.Net, Banking)",Permanent,"$7,000to$8,500",https://www.mycareersfuture.gov.sg/job/information-technology/senior-software-engineer-gmp-technologies-a8acaee34efa505570cc54035497d68d?source=MCF&event=Search
ACCEO PTE. LTD.,System Network Engineer (Software / Cloud),Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/system-network-engineer-acceo-42e38c796f0e357b58442379f0755ff3?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,"(P) Software Application Engineer (IIOT, Jurong Island)",Permanent,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-recruit-lync-75adad640ab82f07c9ada46377428800?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-416959f0a1be415833ec01cc824ea52b?source=MCF&event=Search
STELLAR LINK PARTNERS PTE. LTD.,Mobile Application Software Engineer / Developer,Permanent,"$3,500to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/mobile-application-software-engineer-developer-stellar-link-partners-c82ec96419578350a2fd576e0f62409a?source=MCF&event=Search
SECUR SOLUTIONS GROUP PTE. LTD.,Software Engineer (Team Lead),Permanent ...,"$3,000to$8,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-secur-solutions-group-fa285b7c8aace86f318e0fa1ebd85250?source=MCF&event=Search
PSB TECHNOLOGIES PTE. LTD.,Senior / Software Engineers (PC),Permanent ...,"$2,800to$5,200",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineers-psb-technologies-34f0b24eee9392c4ed9521407db1a16b?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,Software Engineer (Entry-level / Perm / West),Permanent ...,"$2,000to$3,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-gmp-technologies-ffe7a8f163899dd4fc8b7e37cd9514e3?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Java Project Lead / Senior Java Software Engineer X2 Perm Role / Good Bonus,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/java-project-lead-senior-java-software-engineer-x2-perm-role-good-bonus-recruitflash-438261aabf230c676319ecf8947d42cf?source=MCF&event=Search
AXS PTE. LTD.,Software Developer (Frontend / Backend / Full Stack),Permanent ...,"$4,000to$7,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-developer-axs-52173f3405384a5197b7d1af857e079c?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Java Project Lead / Senior Java Software Engineer X2 Perm Role / Good Bonus,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/java-project-lead-senior-java-software-engineer-x2-perm-role-good-bonus-recruitflash-a4d409bf5188d7f6e7dce2d3b222a2a1?source=MCF&event=Search
UPPER SPRING CONSULTING PTE. LTD.,Senior / Cloud Infrastructure Engineer,Permanent,"$4,000to$7,500",https://www.mycareersfuture.gov.sg/job/engineering/senior-cloud-infrastructure-engineer-upper-spring-consulting-3f831f1c515592d67151948238fd2f81?source=MCF&event=Search
CARUX TECHNOLOGY PTE. LTD.,Principal / Senior Embedded Software Engineer,Permanent,"$7,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/principal-senior-embedded-software-engineer-carux-technology-c4fd04cc3699d3a0fc6e313217c8738c?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-ef48cf93ee4359c8f221cfeecffde05d?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-372d4b38a366a8824e131209c69bf05d?source=MCF&event=Search
SUCCESS RESOURCE CENTRE PTE. LTD.,"Software Manager at AMK, up to $8000 + VB (Office hours)",Permanent ...,"$8,000to$8,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-manager-amk-8000-vb-success-resource-centre-996f922494f79028c9e4dedfab3f2faa?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,Software Engineer (VB script / asp.net) - West,Permanent ...,"$2,400to$3,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-west-gmp-technologies-a39e5710ced547f2c8f29171902410d7?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,"Software Application Engineer (IIOT, Jurong Island) PX",Permanent,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-px-recruit-lync-40d53f29e91102c5ba11d79aba7b7566?source=MCF&event=Search
OAKTREE CONSULTING,"System Engineer(Ang Mo Kio, Shift Work)",Permanent ...,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/banking-finance/system-engineer-oaktree-consulting-d711c0aa1c36a536cbd982e938aeb085?source=MCF&event=Search
TALENTSIS PTE. LTD.,Software Engineer (Full Stack),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-talentsis-3974ca974ce0d884cbecf51d89e7da87?source=MCF&event=Search
RIGHT RECRUIT PTE. LTD.,Software Service Engineer,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/customer-service/software-service-engineer-right-recruit-36222dd99b480a3c92229569376f628a?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,7506 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/7506-software-engineer-full-stack-developer-supreme-hr-advisory-08d0e4ff5814275f21497fdb47cc7802?source=MCF&event=Search
ULTRA-WIRELESS PTE. LTD.,FW / SW Engineer,Permanent,"$5,000to$7,000",https://www.mycareersfuture.gov.sg/job/design/fw-sw-engineer-ultra-wireless-ec0c7e18668f7d3ea0af6f484605d0e5?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-0e90df2f4cf3b8f541314c99a8bdaaf4?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-435fa5d4fcc7656ae435a8ffbd0a5cf4?source=MCF&event=Search
OPENFEEL PTE. LTD.,Software Engineer / Software Developer / Analyst Programmer,Permanent ...,"$2,500to$4,500",https://www.mycareersfuture.gov.sg/job/consulting/software-engineer-software-developer-analyst-programmer-openfeel-040079ef58542be9f46a7aadd9b9142d?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-69cada2d2960597979bb1578984f26fe?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-5d5a6627b252ac03c35309a066657049?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-375b0079833c941b37890c88fb87813f?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-3c6191c9173c249377a68dafc9c94262?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-1d34d3ea1e1179af29c163516bdf7f29?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,Software Engineer (VBscript / .net) - West,Permanent ...,"$2,400to$3,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-west-gmp-technologies-69c03d817f083dff710926a954f6cece?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-c36ff65f2f5f1b922cc59d2fe62aa27e?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-85a9a9339b9fc1c123a1de97412e9556?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,7506 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/7506-software-engineer-full-stack-developer-supreme-hr-advisory-eca7734eccbc1d8fcf317d0211cf4832?source=MCF&event=Search
SECUR SOLUTIONS GROUP PTE. LTD.,Software Engineer (.NET / SQL Server),Permanent ...,"$3,000to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-secur-solutions-group-86a183308d6303bbdbd5f192a03e2518?source=MCF&event=Search
JDA WMS PTE. LTD.,"Software System Engineer (MES, CAC / CAM programming)",Permanent,"$3,500to$7,000",https://www.mycareersfuture.gov.sg/job/others/software-system-engineer-jda-wms-3f72fa0848688cb6e6ef4e47d1e36dd0?source=MCF&event=Search
AIM RECRUIT CONSULTANCY PTE. LIMITED,React JavaScript Developer / Frontend Software Engineer / Office Hours,Permanent ...,"$4,500to$6,800",https://www.mycareersfuture.gov.sg/job/consulting/react-javascript-developer-frontend-software-engineer-office-hours-aim-recruit-consultancy-82154877151c1cf9332d4ee0fe784a18?source=MCF&event=Search
STAIZEN PTE. LTD.,Senior Backend Engineer (Java),Permanent ...,"$6,000to$9,000",https://www.mycareersfuture.gov.sg/job/information-technology/senior-backend-engineer-staizen-f87f47bf97e1fe1724e08d712fb3b5be?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,Software Application Engineer (SQL | .NET),Permanent ...,"$2,800to$3,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-application-engineer-gmp-technologies-18990d517b24f7775f9aed799725a602?source=MCF&event=Search
RIGHT RECRUIT PTE. LTD.,Software Test Engineer,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/customer-service/software-test-engineer-right-recruit-db83f848e981540040c27916d55fefbb?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Software Engineers (Permanent role),Permanent ...,"$4,200to$6,000",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-software-engineers-talentsis-33faa40a70627dcfe17f41b91a3e1270?source=MCF&event=Search
UPPER SPRING CONSULTING PTE. LTD.,Senior / Cloud Infrastructure Engineer,Permanent,"$4,000to$6,400",https://www.mycareersfuture.gov.sg/job/engineering/senior-cloud-infrastructure-engineer-upper-spring-consulting-c42e0197391c5e6b5b6f5118aa0c08d6?source=MCF&event=Search
ST ENGINEERING INFO-SECURITY PTE. LTD.,Software Engineering Manager (Project Management),Permanent,"$5,000to$7,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineering-manager-st-engineering-info-security-e01d402a8942befd92b0200fd972d659?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-b469a53a3a58e65f7913e74b53e891a2?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-414b99f3d956afc0790be51a448ebdda?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-3d1efe08c323377c74ad964172913973?source=MCF&event=Search
SEARCH INDEX PTE. LTD.,IT Software Manager (MNC / High Bonuses),Permanent ...,"$6,000to$10,000",https://www.mycareersfuture.gov.sg/job/consulting/software-manager-search-index-85ee11f83cd09c4f9a8e5d4e135b077a?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,7506 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/7506-software-engineer-full-stack-developer-supreme-hr-advisory-92c060c2e55e8e0d3e4c2d2eb8324e24?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / .Net Software Developer / Senior / Software Project Leader ( X 5 Role ),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-net-software-developer-senior-software-project-leader-recruitflash-4e0c99c56aea1d964aec1fc8acc3482d?source=MCF&event=Search
MERRY ELECTRONICS (SINGAPORE) PTE. LTD.,Software Engineer (Firmware-Audio AI Development),Permanent ...,"$5,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-merry-electronics-90d00a128b80ee3da4e93f0945973c76?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Software Engineer C / C++ (Permanent Role),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-software-engineer-c-c-talentsis-18f857fe7866714658d89387d114574c?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island - $5000,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-5000-recruit-lync-84d77787350b469422b56843d217748d?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island - $5000,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-5000-recruit-lync-641a8ea69c93afa76954c5cc5756dd0a?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,Software Application Engineer (SQL | .NET),Permanent ...,"$2,800to$3,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-application-engineer-gmp-technologies-1ed15d0ad8c44711c1f05e8f3086babf?source=MCF&event=Search
UPPER SPRING CONSULTING PTE. LTD.,Senior IT Engineer,Permanent,"$6,500to$9,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-engineer-upper-spring-consulting-4ddc6ffa0caea2355750590fa0d6b2b5?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-8f54c830bc026cf21736fdd472a133e7?source=MCF&event=Search
RIGHT RECRUIT PTE. LTD.,Software Support Engineer,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/customer-service/software-support-engineer-right-recruit-c698d6f7cae904590feb6ec2ee294e25?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net) Good Pay + Good Bonus ( 5 Days Work Week ) Junior / E,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-good-pay-good-bonus-junior-e-recruitflash-62a89951fb39d49df233764a4e463b36?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,) Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/architecture/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-2b50d1d1ad9d190db1ae42867a593718?source=MCF&event=Search
CVISTA HR CONSULTING PTE. LTD.,"Software Development Engineer (Labview, OpenCV)",Permanent ...,"$4,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-development-engineer-cvista-hr-consulting-49f48db07f79b526d7d44b6f0887ca9b?source=MCF&event=Search
CAREERNEXUS PTE. LTD.,"CRM Software Engineer(3yrexp / SugarCRM,SuiteCRM / Central)",Permanent ...,"$6,000to$7,000",https://www.mycareersfuture.gov.sg/job/engineering/crm-software-engineer-careernexus-cd5899759cfe0cedb90fe1bdc56285bf?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-f8e0c35402cf671e34ce15eb72098db6?source=MCF&event=Search
TALENTSIS PTE. LTD.,"Senior Software Engineer (JAVA, JavaScript, Python, C++)",Permanent ...,"$4,800to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/senior-software-engineer-talentsis-54a0cb2fcafb122c638ae458197217c1?source=MCF&event=Search
ACCEO PTE. LTD.,"Senior Executive, Automation / Software Engineer (East)",Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-executive-automation-software-engineer-acceo-28ec6c602ffa4c21838945c221afd193?source=MCF&event=Search
TALENTSIS PTE. LTD.,Software Engineer (C / C++) (Perm),Permanent ...,"$5,000to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-talentsis-c038a74e94f4be2cc4db2ce9f7e4ee82?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-50ae3ad1d8f724abbdfb65d246d33a71?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-df191c0260066218d3446a2e93c66449?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-f09b43853c10f63a30501fcd96335d42?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-3f9fdb6a164e2b4ca56887e5ca662611?source=MCF&event=Search
JULIAN GREY CORPORATE ADVISORY PTE. LTD.,Vision Software Engineer (Optics) | Central | $6000,Permanent ...,"$5,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/vision-software-engineer-central-6000-julian-grey-corporate-advisory-c75e63a7c85eada7d6f2c49e8fbba546?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Software Engineer (Permanent Roles),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-software-engineer-talentsis-8aed6b6bebd4d5311d17bf9f6f84d39b?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Business Development (Software),Permanent ...,"$3,500to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/business-development-talent-trader-group-26f8b65c4b50d7c9f24cfa803e585408?source=MCF&event=Search
SATO GLOBAL BUSINESS SERVICES PTE. LTD.,Senior Solutions Engineer,Permanent ...,"$5,000to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/senior-solutions-engineer-sato-global-business-services-e6c31582a22b51c9fd9a9269c41ef5e9?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-5bd90c37f4c565dd54d339b743774009?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-dda0d9701a7897acc24f5e87e1b604f0?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,6723 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/6723-software-engineer-full-stack-developer-supreme-hr-advisory-f07c803617968c943eada4720abeb464?source=MCF&event=Search
